7,0,245,2015,0,323.3,0,8.6,0.00554,1.4,97434,0,0
8,0,245,2015,0,325.4,0,8.6,0.00544,1.3,97478,0,0
9,0,245,2015,0,342.7,0,8.2,0.00552,1.3,97517,0,0
10,0,245,2015,0,346.8,0,7.7,0.0057,1.3,97567,0,0
11,0,245,2015,0,346.4,0,7.5,0.00572,1.4,97625,0,0
12,0,245,2015,0,343.3,0,7,0.00612,2,97676,0,0
13,0,245,2015,0,340.2,0,6,0.00589,2.1,97817,0,0
14,0,245,2015,7.5,341.3,0,6.2,0.00599,2.4,97831,0,0
15,0,245,2015,23.4,344.6,0,6.6,0.00616,2.1,97859,0,0
16,0,245,2015,43.9,347.8,0,7.1,0.00631,2,97898,0,0
17,0,245,2015,58.1,349.7,0,7.6,0.00636,2,97928,0,0
18,0,245,2015,71.7,351.2,0,7.9,0.00649,2,97960,0,0
19,0,245,2015,119.5,351.5,0,8.8,0.00626,2.6,98060,0,0
20,0,245,2015,129.4,352.3,0,9.2,0.00635,2.2,98112,0,0
21,0,245,2015,122.7,353.4,0,9.6,0.00638,2,98154,0,0
22,0,245,2015,67.1,354.5,0,9.8,0.00635,2,98188,0,0
23,0,245,2015,55.8,354.5,0,9.9,0.00636,2.2,98219,0,0
0,0,246,2015,52.8,355,0,10.1,0.00635,2.3,98251,0,0
1,0,246,2015,50.4,350.4,0,9,0.00616,2.7,98328,0,0
2,0,246,2015,60.2,349.4,0,9.2,0.0062,2.4,98358,0,0
3,0,246,2015,22.6,350.6,0,9.2,0.0062,2.2,98382,0,0
4,0,246,2015,4.4,349.7,0,9,0.00625,2.3,98408,0,0
5,0,246,2015,0,347.3,0,8.6,0.00623,2.8,98433,0,0
6,0,246,2015,0,333.7,0,8.2,0.00624,3.1,98469,0,0
7,0,246,2015,0,301.6,0,6.5,0.00593,2.8,98502,0,0
8,0,246,2015,0,298.6,0,6.2,0.00592,2.7,98558,0,0
9,0,246,2015,0,324.9,0,6.1,0.00594,2.8,98610,0,0
10,0,246,2015,0,346.2,0,6.5,0.0061,3.1,98667,0,0
11,0,246,2015,0,348.4,0,6.8,0.00619,3.3,98715,0,0
12,0,246,2015,0,348,0,7,0.00628,3.4,98751,0,0
13,0,246,2015,0,343.3,0,6.2,0.00591,2.3,98765,0,0
14,0,246,2015,11,343.7,0,6.3,0.00592,2,98804,0,0
15,0,246,2015,35.4,345.4,0,6.4,0.00601,2,98840,0,0
16,0,246,2015,62.5,346,0,6.7,0.00611,2,98870,0,0
17,0,246,2015,98.2,347.6,0,7.1,0.00625,2,98901,0,0
18,0,246,2015,115.8,349.6,0,7.6,0.00633,2,98933,0,0
19,0,246,2015,201.5,347.2,0,7.9,0.00628,2,98979,0,0
20,0,246,2015,212.1,344.9,0,8.3,0.00629,2,99010,0,0
21,0,246,2015,210.4,350.3,0,8.7,0.00626,2,99047,0,0
22,0,246,2015,222.8,350.1,0,9,0.00635,2,99082,0,0
23,0,246,2015,206.5,351.2,0,9.3,0.00641,2,99098,0,0
0,0,247,2015,172.2,347.1,0,9.7,0.00641,2,99092,0,0
1,0,247,2015,104.3,355.9,0,10.5,0.00636,2,99088,0,0
2,0,247,2015,62.8,355.8,0,10.5,0.00639,2,99089,0,0
3,0,247,2015,30,354.5,0,10.4,0.00645,1.6,99080,0,0
4,0,247,2015,3.9,349.4,0,10.2,0.00639,1.4,99068,0,0
5,0,247,2015,0,334.4,0,9.6,0.00621,1.4,99071,0,0
6,0,247,2015,0,301.7,0,8.4,0.00602,1.4,99086,0,0
7,0,247,2015,0,271.8,0,5.5,0.00526,1.4,99063,0,0
8,0,247,2015,0,272.6,0,5,0.0051,1.4,99054,0,0
9,0,247,2015,0,272.9,0,4.7,0.00502,1.6,99071,0,0
10,0,247,2015,0,274.5,0,4.4,0.00498,1.6,99087,0,0
11,0,247,2015,0,280.2,0,4.4,0.0049,1.5,99090,0,0
12,0,247,2015,0,286.4,0,4.5,0.00488,1.4,99090,0,0
13,0,247,2015,0,333.7,0,8,0.00654,1.5,99110,0,0
14,0,247,2015,16.9,331.6,0,7.9,0.00647,1.5,99134,0,0
15,0,247,2015,59.2,330.1,0,8.3,0.00647,1.8,99158,0,0
16,0,247,2015,79.7,338.4,0,8.9,0.00648,2,99170,0,0
17,0,247,2015,132.3,340,0,9.6,0.00666,2,99179,0,0
18,0,247,2015,161.1,342.4,0,10.3,0.00654,2.1,99189,0,0
19,0,247,2015,412.8,279.9,0,11,0.00662,2.9,99227,0,0
20,0,247,2015,338.8,312.5,0,11.5,0.00631,3,99243,0,0
21,0,247,2015,378.9,303.3,0,11.9,0.00603,2.9,99251,0,0
22,0,247,2015,441.3,284.9,0,12.4,0.00581,3,99251,0,0
23,0,247,2015,409.3,280.2,0,12.6,0.00534,3.1,99258,0,0
0,0,248,2015,341.7,278.7,0,12.6,0.00513,3.1,99267,0,0
1,0,248,2015,255.5,282,0,12.9,0.00541,2.7,99271,0,0
2,0,248,2015,157.5,285.3,0,12.7,0.00571,2.3,99267,0,0
3,0,248,2015,70,281,0,11.9,0.00589,1.8,99266,0,0
4,0,248,2015,6.9,276.5,0,10.2,0.00555,1.5,99275,0,0
5,0,248,2015,0,272.3,0,8.4,0.00511,1.8,99300,0,0
6,0,248,2015,0,268.7,0,7.1,0.00488,2.8,99333,0,0
7,0,248,2015,0,272.4,0,6.3,0.00525,2.6,99341,0,0
8,0,248,2015,0,266.5,0,5.5,0.0051,2.8,99362,0,0
9,0,248,2015,0,264.8,0,5,0.00491,3,99390,0,0
10,0,248,2015,0,263.7,0,4.6,0.00469,3.2,99423,0,0
11,0,248,2015,0,262.4,0,4.1,0.0045,3.3,99450,0,0
12,0,248,2015,0,261,0,3.7,0.00438,3.4,99478,0,0
13,0,248,2015,0,255.8,0,3,0.00427,3.2,99522,0,0
14,0,248,2015,23.5,255,0,2.7,0.00414,3.4,99556,0,0
15,0,248,2015,78.3,254.7,0,2.9,0.00414,3.6,99594,0,0
16,0,248,2015,151.8,265.1,0,4,0.00429,3.4,99634,0,0
17,0,248,2015,235.5,267.5,0,5.4,0.00459,3.1,99670,0,0
18,0,248,2015,252.1,289.2,0,6.7,0.00498,3.1,99702,0,0
19,0,248,2015,413.8,260.5,0,8,0.00505,3.1,99707,0,0
20,0,248,2015,455.6,262.9,0,9,0.00532,3.2,99729,0,0
21,0,248,2015,468.5,265,0,9.7,0.00539,3.5,99755,0,0
22,0,248,2015,450.2,267,0,10.2,0.00538,3.7,99789,0,0
23,0,248,2015,403.5,268.1,0,10.3,0.00521,4.1,99825,0,0
0,0,249,2015,333.8,267.2,0,10,0.00504,4.4,99856,0,0
1,0,249,2015,250.3,269.7,0,10,0.00518,4,99852,0,0
2,0,249,2015,154.1,267.4,0,9.1,0.00484,4.2,99876,0,0
3,0,249,2015,64.1,264.5,0,7.8,0.0045,4.1,99902,0,0
4,0,249,2015,2.7,262.1,0,6.4,0.00426,4.2,99929,0,0
5,0,249,2015,0,260.4,0,5.4,0.00429,4.3,99962,0,0
6,0,249,2015,0,258.6,0,4.8,0.00446,4,100007,0,0
7,0,249,2015,0,250.5,0,3.6,0.00424,3.9,100091,0,0
8,0,249,2015,0,247.8,0,2.9,0.00419,3.9,100133,0,0
9,0,249,2015,0,245,0,2.3,0.00407,3.7,100182,0,0
10,0,249,2015,0,244.9,0,1.6,0.00397,3.5,100231,0,0
11,0,249,2015,0,243.7,0,1,0.00388,3.4,100258,0,0
12,0,249,2015,0,241.4,0,0.5,0.00378,3.4,100280,0,0
13,0,249,2015,0,236.8,0,-0.6,0.00354,3.2,100325,0,0
14,0,249,2015,23.3,238.9,0,-0.9,0.00349,2.8,100361,0,0
15,0,249,2015,60.3,294.2,0,-0.1,0.00368,2.9,100408,0,0
16,0,249,2015,90,314.2,0,0.6,0.00384,2.9,100450,0,0
17,0,249,2015,126.7,316.4,0,1.5,0.0039,2.9,100494,0,0
18,0,249,2015,186.1,317.2,0,2.2,0.00399,2.9,100537,0,0
19,0,249,2015,307,298.2,0,3.1,0.00407,2.8,100497,0,0
20,0,249,2015,364.9,289.7,0,3.8,0.00422,2.8,100524,0,0
21,0,249,2015,391,282.2,0,4.9,0.00425,2.8,100552,0,0
22,0,249,2015,400.6,257.6,0,5.6,0.00403,2.7,100578,0,0
23,0,249,2015,383.5,253.4,0,5.8,0.00384,2.7,100592,0,0
0,0,250,2015,248.2,275.6,0,5.7,0.00371,2.9,100604,0,0
1,0,250,2015,230.5,256.5,0,5.1,0.00371,2.7,100665,0,0
2,0,250,2015,144.2,250.2,0,4.7,0.00365,2.8,100684,0,0
3,0,250,2015,60.6,241.1,0,4,0.00362,2.4,100696,0,0
4,0,250,2015,0,237.1,0,2.4,0.00353,2.2,100716,0,0
5,0,250,2015,0,234,0,1,0.00338,2.4,100751,0,0
6,0,250,2015,0,231.5,0,-0.2,0.00327,2.2,100779,0,0
7,0,250,2015,0,227.1,0,-2.1,0.00296,2.2,100796,0,0
8,0,250,2015,0,225,0,-3,0.00279,1.8,100832,0,0
9,0,250,2015,0,221.1,0,-4.2,0.00257,1.7,100871,0,0
10,0,250,2015,0,220.2,0,-4.8,0.00245,1.7,100895,0,0
11,0,250,2015,0,220.7,0,-5.2,0.00236,1.8,100905,0,0
12,0,250,2015,0,219.6,0,-5.5,0.00232,2.1,100922,0,0
13,0,250,2015,0,216.2,0,-5.8,0.00226,2,100879,0,0
14,0,250,2015,24.5,215.4,0,-5.9,0.00223,2.3,100905,0,0
15,0,250,2015,75.8,216.1,0,-5,0.00239,2.4,100935,0,0
16,0,250,2015,169.8,218.5,0,-2.8,0.00278,2.6,100961,0,0
17,0,250,2015,267.2,221.8,0,-0.2,0.0032,2.2,100983,0,0
18,0,250,2015,352.3,226.4,0,2,0.00362,2,100998,0,0
19,0,250,2015,415.3,236.4,0,4.4,0.00406,2,100968,0,0
20,0,250,2015,454.1,240.1,0,5.3,0.00407,2.1,100980,0,0
21,0,250,2015,463.1,243.9,0,6.1,0.00431,2.2,100988,0,0
